question,truth,prediction_simple,prediction_rag,prediction_response_simple,prediction_response_rag,context
What type of forum did a former Soviet statesman initiate?,Organizations could come together to address global issues,1,1,"A former Soviet statesman, Mikhail Gorbachev, initiated the ""New Thinking"" forum, which was part of his broader efforts to reform the Soviet Union and improve relations with the West. This initiative was part of his policies of glasnost (openness) and perestroika (restructuring).","The former Soviet statesman Mikhail Gorbachev initiated the forum known as the ""World Political Forum.""","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.2344260811805725}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.2344260811805725}]"
Are Ferocactus and Silene both types of plant?,yes,1,1,"Yes, both Ferocactus and Silene are types of plants. Ferocactus is a genus of cacti, known for their barrel-shaped appearance and spines, commonly found in desert regions. Silene, on the other hand, is a genus of flowering plants in the family Caryophyllaceae, which includes a variety of species often found in temperate regions.","Yes, both Ferocactus and Silene are types of plants. Ferocactus is a genus of cacti, while Silene is a genus of flowering plants in the family Caryophyllaceae.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.1671261489391327}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.1671261489391327}]"
Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?,English Electric Canberra,1,1,"The British first-generation jet-powered medium bomber used in the South West Pacific theatre of World War II was the de Havilland Mosquito. However, it's important to note that the Mosquito was not jet-powered; it was a versatile aircraft used in various roles during the war. The first operational jet bomber, the English Electric Canberra, was introduced after World War II. During World War II, jet technology was still in its infancy, and no jet-powered bombers were used in the South West Pacific theatre.","The British first-generation jet-powered medium bomber used in the South West Pacific theatre of World War II was the de Havilland Mosquito. However, it's important to note that the Mosquito was not jet-powered; it was a piston-engine aircraft. The first jet-powered bomber, the English Electric Canberra, was introduced after World War II. During World War II, jet technology was still in its infancy, and no jet-powered bombers were operational in the South West Pacific theatre.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.18286503851413727}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.18286503851413727}]"
Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?,2009 Big 12 Conference,1,1,"The Colorado Buffaloes played in the Pac-12 Conference, and the 14th season for the Pac-12 as part of the NCAA Division I FBS was in 2023.","The Colorado Buffaloes played in the Pac-12 Conference during the 2023 season, which was their 14th season in the conference as part of the NCAA Division I Football Bowl Subdivision (FBS).","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21988815069198608}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21988815069198608}]"
In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,"1,462",1,1,"In 1991, Euromarché was bought by Carrefour. By the end of 2016, Carrefour operated 1,495 hypermarkets.","In 1991, Euromarché was bought by Carrefour. At the end of 2016, Carrefour operated 1,462 hypermarkets.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.23661257326602936}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.23661257326602936}]"
What race track in the midwest hosts a 500 mile race eavery May?,Indianapolis Motor Speedway,1,1,"The Indianapolis Motor Speedway in Indiana hosts the Indianapolis 500, a 500-mile race, every May.","The Indianapolis Motor Speedway in Indiana hosts the Indianapolis 500, a 500-mile race, every May.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.19043651223182678}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.19043651223182678}]"
"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,1,1,"The ""Prince of tenors,"" also known as Enrico Caruso, starred in a film based on the opera ""La Bohème"" by Giacomo Puccini. This film was made in New York City.","The ""Prince of tenors,"" a title often associated with the renowned Italian tenor Luciano Pavarotti, starred in a film based on the opera ""Tosca"" by Giacomo Puccini. The film, titled ""Tosca,"" was shot in Rome, Italy.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.15167924761772156}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.15167924761772156}]"
"Ellie Goulding worked with what other writers on her third studio album, Delirium?","Max Martin, Savan Kotecha and Ilya Salmanzadeh",1,1,"Ellie Goulding worked with several writers on her third studio album, ""Delirium."" Some of the notable collaborators include Max Martin, Greg Kurstin, Ryan Tedder, and Klas Åhlund.","Ellie Goulding worked with several writers on her third studio album, ""Delirium."" Some of the notable collaborators include Max Martin, Greg Kurstin, Ryan Tedder, and Klas Åhlund.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21723641455173492}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21723641455173492}]"
Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,"Marion, South Australia",1,1,"The Australian city founded in 1838 that contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name is Melbourne. The school is Melbourne Grammar School, which was opened by Charles Perry, the first Anglican Bishop of Melbourne, and is named after the famous school in London, England.","The Australian city you are referring to is Melbourne. Melbourne was founded in 1835, not 1838, but it is home to Melbourne Grammar School, which was opened by Sir Robert Menzies, a former Prime Minister of Australia. The school is named after the famous Westminster School in London.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.1867234855890274}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.1867234855890274}]"
D1NZ is a series based on what oversteering technique?,Drifting,1,1,"D1NZ is a series based on the motorsport of drifting, which is an oversteering technique where the driver intentionally oversteers, causing loss of traction in the rear wheels while maintaining control through the entirety of a corner.","D1NZ is a series based on the drifting technique, which involves oversteering to cause the rear wheels to lose traction while maintaining control and driving the car through a corner.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21223480999469757}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21223480999469757}]"
who is younger Keith Bostic or Jerry Glanville ?,Keith Bostic,1,1,"Keith Bostic was born on March 26, 1961, and Jerry Glanville was born on October 14, 1941. Therefore, Keith Bostic is younger than Jerry Glanville.","Keith Bostic was born on November 26, 1959, and Jerry Glanville was born on October 14, 1941. Therefore, Keith Bostic is younger than Jerry Glanville.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.17839035391807556}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.17839035391807556}]"
"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124",1,1,"The context provided does not contain information about the population of the city in which Kirton End is located according to the 2001 census. Based on my knowledge, Kirton End is a part of the civil parish of Kirton in Lincolnshire, England. According to the 2001 census, the population of Kirton was approximately 5,371.","The context provided does not mention the population of the city in which Kirton End is located according to the 2001 census. Based on my knowledge, Kirton End is a part of the civil parish of Kirton in Lincolnshire, England. According to the 2001 census, the population of Kirton was approximately 5,371.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.15818077325820923}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.15818077325820923}]"
Are both Cypress and Ajuga genera?,no,1,1,"Yes, both Cypress and Ajuga are genera. Cypress refers to a genus of coniferous trees and shrubs in the family Cupressaceae, while Ajuga is a genus of flowering plants in the mint family, Lamiaceae.","Yes, both Cypress and Ajuga are genera. Cypress refers to a genus of coniferous trees and shrubs known as Cupressus, while Ajuga is a genus of flowering plants in the mint family, Lamiaceae.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.15478160977363586}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.15478160977363586}]"
What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,shortest player ever to play in the National Basketball Association,1,1,"The former NBA player who holds the distinction of being a member of the Charlotte Hornets during their 1992-93 season and later became the head coach for the WNBA team Charlotte Sting is Muggsy Bogues. Muggsy Bogues is notable for being the shortest player ever to play in the NBA, standing at 5 feet 3 inches tall.","The distinction held by the former NBA player is that he is the only person to have been both a player for the Charlotte Hornets during their 1992-93 season and later served as the head coach for the WNBA team Charlotte Sting. This individual is Tyrone ""Muggsy"" Bogues.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.19530345499515533}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.19530345499515533}]"
What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,1,1,"To answer this question, I would need specific information about the film in question, as Jerry Goldsmith composed scores for numerous films. If you have a particular film in mind, please provide its name, and I can help identify the executive producer.","The context provided does not mention any specific film or executive producer related to a score composed by Jerry Goldsmith. Therefore, using my own knowledge, one of the films scored by Jerry Goldsmith is ""Star Trek: The Motion Picture,"" and the executive producer for that film was Gene Roddenberry.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.22693708539009094}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.22693708539009094}]"
"Who was born earlier, Emma Bull or Virginia Woolf?",Adeline Virginia Woolf,1,1,"Virginia Woolf was born earlier. She was born on January 25, 1882, while Emma Bull was born on December 13, 1954.","Virginia Woolf was born earlier. She was born on January 25, 1882, while Emma Bull was born on December 13, 1954.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.20392897725105286}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.20392897725105286}]"
What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,821,1,1,"The nursery rhyme ""What Are Little Girls Made Of?"" is associated with the Roud Folk Song Index number 821.","The nursery rhyme ""What Are Little Girls Made Of?"" is associated with the Roud Folk Song Index number 821.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.1703999936580658}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.1703999936580658}]"
Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,more than 70 countries,1,1,Scott Parkin has been a vocal critic of ExxonMobil and Halliburton. Halliburton operates in approximately 70 countries.,"The context provided does not mention Scott Parkin or the number of countries in which another corporation operates. Therefore, I will use my own knowledge to answer the question. 

Scott Parkin has been a vocal critic of ExxonMobil and Halliburton. Halliburton operates in more than 70 countries.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.2541956305503845}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.2541956305503845}]"
What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,Charmed,1,1,"Rose McGowan is best known for her role in the WB supernatural drama series ""Charmed.""","Rose McGowan is best known for her role in the WB supernatural drama series ""Charmed.""","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.1621055155992508}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.1621055155992508}]"
Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,1,1,Vince Phillips held a junior welterweight title recognized by the International Boxing Hall of Fame.,Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame.,"[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.20355983078479767}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.20355983078479767}]"
"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,1,1,"The singer is Usher, and the song is ""Yeah!"" which was released as the lead single from his album ""Confessions."" It was stuck behind for eight consecutive weeks by the song ""Burn,"" also by Usher.","The singer is Usher. His song ""Yeah!"" was released as the lead single from the album ""Confessions"" and was stuck behind for eight consecutive weeks by his own song ""Burn"" at the top of the Billboard Hot 100 chart.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.1849277913570404}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.1849277913570404}]"
who is the younger brother of The episode guest stars of The Hard Easy ,Bill Murray,1,1,"The episode ""The Hard Easy"" from the animated series ""Adventure Time"" does not specifically mention the younger brother of any guest stars. If you are referring to a character or a guest star's personal life, please provide more context or clarify your question.","The context provided does not mention any information about the guest stars of ""The Hard Easy"" or their younger brothers. Therefore, based on my own knowledge, ""The Hard Easy"" is an episode from the animated television series ""Adventure Time."" The guest stars for this episode are not specified in the context, and I do not have information on their family relations. If you have specific names, I might be able to provide more details.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.23132462799549103}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.23132462799549103}]"
The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,1,1,"The 2017–18 Wigan Athletic F.C. season saw the team compete in the EFL Cup, which was known as the Carabao Cup for sponsorship reasons.","The 2017–18 Wigan Athletic F.C. season saw the team compete in the league cup known as the ""Carabao Cup"" for sponsorship reasons.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21573488414287567}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21573488414287567}]"
"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,1,1,"Tara Strong's major voice role in the American animated television series based on the DC Comics superhero team ""Teen Titans"" is the character Raven.","Tara Strong's major voice role in the American animated television series based on the DC Comics superhero team ""Teen Titans"" is the character Raven.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.23605278134346008}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.23605278134346008}]"
What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,"276,170 inhabitants",1,1,"The 122nd SS-Standarte was a unit of the Nazi Party's paramilitary organization, the Schutzstaffel (SS), during the era of Nazi Germany. It was not formed in 2014, as the SS was disbanded in 1945 following the end of World War II. Therefore, there is no city where the 122nd SS-Standarte was formed in 2014, and thus no inhabitants related to such an event.","The 122nd SS-Standarte was a unit of the Nazi Party's paramilitary organization, the SS, and it was formed in the city of Schwerin, Germany. Therefore, the inhabitants of Schwerin would be the relevant population. However, it's important to note that the SS-Standarte was not formed in 2014; it was established during the Nazi era. If you are referring to a different context or event in 2014, please provide more details.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21900585293769836}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21900585293769836}]"
What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? ,orange,1,1,"During Oranjegekte or to celebrate the national holiday Koningsdag in the Netherlands, people typically wear orange clothing. Orange is the national color of the Netherlands, symbolizing the Dutch royal family, the House of Orange-Nassau.","During Oranjegekte or to celebrate the national holiday Koningsdag, people in the Netherlands typically wear orange clothing. Orange is the national color of the Netherlands, symbolizing the Dutch royal family, the House of Orange-Nassau.","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.2285449206829071}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.2285449206829071}]"
"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,1,1,"The 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn is not a recognized work. However, the well-known 1996 film adaptation of ""Romeo & Juliet"" is ""Romeo + Juliet,"" directed by Baz Luhrmann and starring Leonardo DiCaprio and Claire Danes. James Gunn is not associated with this adaptation.","The 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn is called ""Tromeo and Juliet.""","[{'text': 't: i\ns: e', 'metadata': {'title': 'doc-1', 'id': 1}, 'score': 0.21382050216197968}, {'text': 't: i\ns: e', 'metadata': {'title': 'doc-0', 'id': 0}, 'score': 0.21382050216197968}]"
